frame,berk,cansu,yagmur,file,group
92,0,3,2,1,2
93,2,3,2,1,2
94,2,3,2,1,2
95,2,3,2,1,2
96,2,3,2,1,2
97,2,3,1,1,1
98,2,3,1,1,1
99,2,3,1,1,1
100,2,3,1,1,1
101,2,3,1,1,1
102,2,3,0,1,0
103,2,3,0,1,0
104,2,3,0,1,0
105,2,3,0,1,0
106,3,3,0,1,0
107,3,3,0,1,0
108,3,3,0,1,0
109,3,3,0,1,0
110,3,3,0,1,0
111,3,3,0,1,0
112,3,3,0,1,0
113,3,3,0,1,0
114,3,3,0,1,0
115,3,3,0,1,0
116,3,3,0,1,0
117,3,3,0,1,0
118,3,3,0,1,0
119,3,3,0,1,0
120,3,3,0,1,0
121,3,3,0,1,0
122,3,3,0,1,0
123,3,3,0,1,0
124,2,3,0,1,0
125,1,3,0,1,0
126,0,3,0,1,0
127,0,3,0,1,0
128,0,3,0,1,0
129,0,3,-1,1,-1
130,0,3,1,1,1
131,0,3,1,1,1
132,0,3,1,1,1
133,0,3,1,1,1
0,0,0,0,10,0
1,0,0,0,10,0
2,0,0,-1,10,-1
3,0,0,0,10,0
4,0,0,0,10,0
5,0,0,1,10,0
6,1,0,1,10,0
7,1,0,1,10,0
8,2,0,1,10,0
9,3,0,1,10,0
10,2,0,1,10,0
11,2,0,1,10,0
12,2,0,1,10,0
13,2,0,1,10,0
14,2,0,1,10,0
15,2,0,1,10,0
16,2,0,1,10,0
17,2,0,1,10,0
18,2,0,1,10,0
19,2,0,1,10,0
20,2,0,1,10,0
21,2,0,1,10,0
22,2,0,1,10,0
23,2,0,1,10,0
24,2,0,1,10,0
25,1,0,1,10,0
26,1,0,1,10,0
27,0,0,1,10,0
28,0,0,1,10,0
29,0,0,1,10,0
30,0,0,1,10,0
31,0,1,1,10,1
32,0,2,1,10,1
33,0,1,1,10,1
34,0,1,1,10,1
35,0,1,0,10,0
36,0,1,0,10,0
37,0,1,0,10,0
38,0,1,0,10,0
39,-1,1,0,10,0
40,-1,1,0,10,0
41,-1,1,0,10,0
42,-1,1,0,10,0
43,-1,1,0,10,0
44,-1,1,0,10,0
45,-1,1,0,10,0
46,-1,1,0,10,0
47,-1,1,0,10,0
48,-1,2,0,10,0
49,-1,2,0,10,0
50,-1,2,0,10,0
51,-1,2,0,10,0
52,-1,3,0,10,0
53,-1,3,0,10,0
54,-1,3,1,10,1
55,-1,3,1,10,1
56,-1,3,2,10,2
57,-1,3,2,10,2
58,-1,3,2,10,2
59,-1,3,2,10,2
60,0,3,2,10,2
61,1,3,2,10,2
62,2,3,2,10,2
63,2,3,2,10,2
64,2,3,2,10,2
65,2,3,2,10,2
66,2,3,2,10,2
67,2,3,2,10,2
68,2,3,2,10,2
69,2,3,2,10,2
70,2,3,2,10,2
71,2,3,2,10,2
72,2,3,2,10,2
73,2,3,2,10,2
74,2,3,2,10,2
75,2,3,2,10,2
76,2,3,2,10,2
77,2,3,2,10,2
78,3,3,2,10,2
79,3,3,2,10,2
80,3,3,2,10,2
81,3,3,2,10,2
82,3,3,2,10,2
83,3,3,2,10,2
84,3,3,2,10,2
85,3,3,2,10,2
86,3,3,2,10,2
87,3,3,2,10,2
88,3,3,2,10,2
89,3,3,2,10,2
90,3,3,2,10,2
91,3,3,2,10,2
92,3,3,2,10,2
93,3,3,2,10,2
94,3,3,2,10,2
95,3,3,2,10,2
96,3,3,2,10,2
97,3,3,2,10,2
98,3,3,2,10,2
99,3,1,2,10,1
100,3,1,2,10,1
101,3,1,2,10,1
102,3,1,2,10,1
103,3,1,2,10,1
104,3,1,2,10,1
105,3,2,2,10,2
106,3,2,2,10,2
107,3,2,2,10,2
108,3,2,2,10,2
109,3,2,2,10,2
110,3,2,2,10,2
111,3,2,2,10,2
112,3,2,2,10,2
113,3,3,2,10,2
114,3,3,2,10,2
115,3,3,2,10,2
116,3,3,2,10,2
117,3,3,2,10,2
118,3,3,2,10,2
119,3,3,2,10,2
120,3,3,2,10,2
121,3,3,2,10,2
122,3,3,2,10,2
123,3,3,2,10,2
124,3,3,2,10,2
125,3,3,2,10,2
126,3,3,2,10,2
127,3,3,2,10,2
128,3,3,2,10,2
129,3,3,3,10,3
130,3,3,3,10,3
131,3,3,3,10,3
132,3,3,3,10,3
133,3,3,3,10,3
134,3,3,2,10,2
135,3,2,2,10,2
136,2,1,2,10,1
137,2,0,2,10,0
138,2,0,2,10,0
139,2,0,2,10,0
140,1,0,2,10,0
141,1,0,2,10,0
142,1,0,2,10,0
143,1,0,2,10,0
144,1,0,2,10,0
145,1,0,2,10,0
146,1,1,2,10,1
147,1,1,2,10,1
148,1,1,1,10,1
149,1,1,1,10,1
150,1,1,1,10,1
151,2,1,1,10,1
152,3,1,1,10,1
153,3,1,1,10,1
154,3,1,1,10,1
155,3,2,1,10,1
156,3,3,1,10,1
157,3,3,1,10,1
158,3,3,1,10,1
159,3,3,2,10,2
160,3,3,2,10,2
161,3,3,2,10,2
162,3,3,2,10,2
163,3,3,2,10,2
164,3,3,2,10,2
165,3,3,2,10,2
166,3,3,2,10,2
167,3,3,2,10,2
168,3,3,2,10,2
169,3,3,2,10,2
170,3,3,2,10,2
171,3,3,2,10,2
172,3,3,2,10,2
173,3,3,2,10,2
174,3,3,2,10,2
175,3,3,2,10,2
176,3,3,2,10,2
177,3,3,2,10,2
178,3,3,2,10,2
179,3,3,2,10,2
180,3,3,2,10,2
181,3,3,2,10,2
182,3,3,2,10,2
183,3,3,2,10,2
184,3,3,2,10,2
185,3,3,2,10,2
186,3,3,2,10,2
187,3,2,2,10,2
188,3,2,2,10,2
189,3,2,2,10,2
190,3,1,2,10,1
191,3,1,2,10,1
192,3,1,2,10,1
193,3,1,2,10,1
194,3,1,2,10,1
195,3,1,2,10,1
196,3,0,2,10,0
197,3,0,2,10,0
198,3,0,2,10,0
199,3,0,2,10,0
200,3,0,2,10,0
201,3,0,2,10,0
202,3,0,2,10,0
203,3,0,2,10,0
204,3,1,2,10,1
205,3,1,1,10,1
206,3,1,1,10,1
0,0,1,0,11,0
1,0,1,0,11,0
2,0,1,0,11,0
3,0,1,0,11,0
4,1,1,0,11,0
5,1,1,1,11,1
6,1,1,2,11,1
7,2,1,3,11,1
8,2,1,3,11,1
9,2,1,3,11,1
10,3,1,3,11,1
11,3,2,3,11,2
12,3,2,3,11,2
13,3,2,3,11,2
14,3,3,3,11,3
15,3,3,3,11,3
16,3,3,3,11,3
17,3,3,3,11,3
18,3,3,3,11,3
19,3,3,3,11,3
20,3,3,3,11,3
21,3,3,3,11,3
22,3,3,3,11,3
23,3,3,3,11,3
24,3,3,3,11,3
25,3,3,3,11,3
26,3,3,3,11,3
27,3,3,3,11,3
28,3,3,3,11,3
29,3,3,3,11,3
30,3,3,3,11,3
31,3,3,3,11,3
32,3,3,3,11,3
33,3,3,3,11,3
34,3,3,3,11,3
35,3,3,3,11,3
36,3,3,3,11,3
37,2,3,3,11,3
38,1,3,3,11,3
39,1,3,2,11,2
40,1,3,2,11,2
41,1,3,2,11,2
42,0,3,2,11,2
43,0,3,2,11,2
44,0,3,2,11,2
45,0,3,2,11,2
46,0,3,2,11,2
47,0,3,2,11,2
48,0,3,2,11,2
49,0,3,2,11,2
50,0,3,2,11,2
51,0,3,2,11,2
52,0,3,2,11,2
53,0,3,2,11,2
54,0,3,2,11,2
55,0,3,1,11,1
56,0,3,1,11,1
57,0,3,1,11,1
58,0,3,1,11,1
59,0,3,1,11,1
60,0,3,1,11,1
61,0,3,1,11,1
62,0,3,2,11,2
63,-1,3,2,11,2
64,-1,3,2,11,2
65,-1,3,2,11,2
66,-1,3,2,11,2
67,-1,3,2,11,2
68,-1,3,2,11,2
69,-1,3,2,11,2
70,-1,3,2,11,2
71,-1,3,2,11,2
72,-1,3,2,11,2
73,-1,3,2,11,2
74,-1,3,2,11,2
75,-1,3,2,11,2
76,-1,3,2,11,2
77,-1,3,2,11,2
78,1,3,2,11,2
79,2,3,2,11,2
80,2,3,2,11,2
81,2,3,2,11,2
82,2,3,2,11,2
83,2,3,2,11,2
84,2,3,2,11,2
85,2,3,2,11,2
86,2,3,2,11,2
87,2,3,2,11,2
88,2,3,2,11,2
89,2,3,2,11,2
90,2,3,2,11,2
91,2,3,2,11,2
92,2,3,2,11,2
93,2,3,2,11,2
94,2,3,2,11,2
95,2,3,2,11,2
96,2,3,2,11,2
97,2,3,2,11,2
98,2,3,2,11,2
99,2,3,2,11,2
100,2,3,2,11,2
101,2,3,2,11,2
102,2,3,2,11,2
103,2,3,2,11,2
104,2,3,1,11,1
105,2,3,1,11,1
106,2,3,1,11,1
107,2,3,1,11,1
108,2,3,1,11,1
109,2,3,1,11,1
110,2,3,1,11,1
111,2,3,1,11,1
112,2,3,1,11,1
113,2,3,1,11,1
114,2,3,1,11,1
115,2,3,1,11,1
116,2,3,1,11,1
117,3,3,1,11,1
118,3,3,1,11,1
119,3,3,1,11,1
120,3,3,1,11,1
121,3,3,1,11,1
122,3,3,1,11,1
123,3,3,1,11,1
124,3,3,1,11,1
125,3,3,1,11,1
126,3,3,1,11,1
127,3,3,1,11,1
128,3,3,1,11,1
129,3,3,1,11,1
130,3,3,1,11,1
131,3,3,1,11,1
132,3,3,1,11,1
133,3,3,1,11,1
134,3,3,1,11,1
135,3,3,1,11,1
136,3,3,1,11,1
137,3,3,1,11,1
138,3,3,1,11,1
139,3,3,1,11,1
140,3,3,1,11,1
141,3,3,1,11,1
142,3,2,1,11,1
143,3,2,1,11,1
144,3,2,1,11,1
145,3,2,1,11,1
146,3,1,1,11,1
147,3,1,1,11,1
148,3,1,1,11,1
149,3,1,1,11,1
150,3,1,1,11,1
151,3,1,1,11,1
152,3,1,1,11,1
153,3,1,1,11,1
154,3,1,1,11,1
155,3,1,1,11,1
156,3,1,1,11,1
157,3,1,1,11,1
158,3,1,1,11,1
159,3,1,1,11,1
160,3,1,1,11,1
161,3,1,1,11,1
162,3,2,1,11,1
163,3,2,1,11,1
164,3,2,1,11,1
165,3,2,1,11,1
166,3,2,1,11,1
167,3,2,2,11,2
168,3,2,2,11,2
169,3,2,2,11,2
170,3,2,2,11,2
171,3,2,2,11,2
172,3,2,2,11,2
173,3,2,2,11,2
174,3,2,2,11,2
175,3,2,2,11,2
176,3,2,2,11,2
177,3,2,2,11,2
178,3,2,2,11,2
179,3,2,2,11,2
180,3,2,2,11,2
181,3,2,2,11,2
182,3,2,2,11,2
183,3,2,2,11,2
184,3,2,2,11,2
185,3,1,2,11,1
186,3,1,2,11,1
187,3,1,2,11,1
188,3,1,2,11,1
189,3,1,2,11,1
190,3,1,2,11,1
191,3,1,2,11,1
192,3,1,2,11,1
193,3,1,2,11,1
194,3,-1,2,11,-1
195,3,0,2,11,0
196,3,0,2,11,0
197,3,0,2,11,0
198,3,0,2,11,0
199,3,1,2,11,1
200,3,1,2,11,1
201,3,1,2,11,1
202,3,1,2,11,1
203,3,0,3,11,0
204,3,0,3,11,0
205,3,0,3,11,0
206,3,0,3,11,0
207,3,0,3,11,0
208,3,0,3,11,0
209,3,0,3,11,0
210,3,0,3,11,0
211,3,0,3,11,0
212,3,0,3,11,0
213,3,0,3,11,0
214,3,-1,3,11,-1
215,3,-1,3,11,-1
216,3,-1,3,11,-1
217,3,-1,3,11,-1
218,3,-1,3,11,-1
219,3,-1,3,11,-1
220,3,-1,3,11,-1
221,3,-1,3,11,-1
222,3,-1,3,11,-1
223,3,-1,3,11,-1
224,3,-1,3,11,-1
225,3,0,3,11,0
226,3,0,3,11,0
227,3,0,3,11,0
228,3,0,3,11,0
229,3,0,3,11,0
230,3,0,3,11,0
231,3,0,3,11,0
232,3,0,3,11,0
233,3,0,3,11,0
234,3,0,3,11,0
235,3,0,3,11,0
236,3,0,3,11,0
237,3,0,3,11,0
238,3,1,3,11,1
239,3,1,3,11,1
240,3,1,3,11,1
241,3,1,2,11,1
242,3,0,2,11,0
243,3,-1,2,11,-1
244,3,-1,2,11,-1
245,3,-1,2,11,-1
246,3,0,2,11,0
247,2,0,2,11,0
248,1,0,2,11,0
249,0,-1,2,11,-1
250,0,-1,2,11,-1
251,0,-1,2,11,-1
252,0,0,2,11,0
253,0,1,2,11,1
254,0,1,2,11,1
255,0,2,2,11,2
256,0,3,2,11,2
257,0,3,2,11,2
258,0,3,2,11,2
259,0,3,2,11,2
260,0,3,2,11,2
261,0,3,2,11,2
262,0,3,2,11,2
263,0,3,2,11,2
264,0,3,2,11,2
265,0,3,2,11,2
266,0,3,2,11,2
267,0,3,2,11,2
268,0,3,2,11,2
269,0,3,2,11,2
270,0,3,2,11,2
271,0,3,2,11,2
272,0,3,2,11,2
273,0,3,2,11,2
274,0,3,2,11,2
275,0,3,2,11,2
276,0,3,2,11,2
277,0,3,2,11,2
278,0,3,2,11,2
279,0,3,2,11,2
280,0,3,2,11,2
281,0,3,2,11,2
282,0,3,2,11,2
283,0,3,3,11,3
284,0,3,3,11,3
285,0,3,3,11,3
286,0,3,2,11,2
287,0,3,2,11,2
288,0,3,2,11,2
289,0,3,2,11,2
290,0,3,1,11,1
291,0,3,1,11,1
292,0,3,1,11,1
293,0,3,1,11,1
294,0,3,0,11,0
295,0,3,0,11,0
296,0,3,0,11,0
297,0,3,0,11,0
298,0,3,0,11,0
299,0,3,0,11,0
300,0,3,0,11,0
301,0,3,0,11,0
302,0,3,0,11,0
303,0,3,0,11,0
304,0,3,0,11,0
305,0,3,0,11,0
306,0,3,0,11,0
307,0,3,0,11,0
308,0,3,0,11,0
309,0,3,0,11,0
310,0,3,0,11,0
311,0,3,0,11,0
312,0,3,0,11,0
313,0,3,0,11,0
314,0,3,0,11,0
315,0,3,0,11,0
316,0,3,0,11,0
317,-1,3,0,11,0
318,1,3,0,11,0
319,1,3,0,11,0
320,1,3,0,11,0
321,1,3,0,11,0
322,1,3,0,11,0
323,0,3,0,11,0
324,0,3,0,11,0
325,0,3,0,11,0
326,0,3,0,11,0
327,0,3,0,11,0
328,0,3,0,11,0
329,0,3,0,11,0
330,0,3,0,11,0
331,0,3,0,11,0
332,0,3,0,11,0
333,0,3,0,11,0
334,0,3,0,11,0
335,0,3,0,11,0
336,-1,3,0,11,0
337,-1,2,0,11,0
338,-1,2,0,11,0
339,-1,3,0,11,0
340,-1,3,0,11,0
341,-1,3,0,11,0
342,-1,3,0,11,0
343,-1,3,0,11,0
344,-1,3,0,11,0
345,-1,3,0,11,0
346,-1,3,0,11,0
347,-1,3,0,11,0
348,-1,3,0,11,0
349,-1,3,0,11,0
350,-1,3,0,11,0
351,-1,3,0,11,0
352,-1,3,0,11,0
353,-1,3,0,11,0
354,-1,3,0,11,0
355,0,3,0,11,0
356,0,3,0,11,0
357,0,3,0,11,0
358,0,3,0,11,0
359,0,3,0,11,0
360,0,3,0,11,0
361,0,3,0,11,0
362,0,3,0,11,0
363,0,3,0,11,0
364,0,3,0,11,0
365,0,3,0,11,0
366,0,3,0,11,0
367,0,3,0,11,0
368,0,3,0,11,0
369,0,3,0,11,0
370,0,3,0,11,0
371,0,3,0,11,0
372,0,3,0,11,0
373,0,3,0,11,0
374,0,2,0,11,0
375,0,2,0,11,0
376,0,2,0,11,0
377,0,2,0,11,0
378,0,2,0,11,0
379,1,2,0,11,0
380,2,2,0,11,0
381,2,2,0,11,0
382,2,2,0,11,0
383,2,2,0,11,0
384,2,2,0,11,0
385,2,1,0,11,0
386,2,1,0,11,0
387,2,1,0,11,0
388,2,1,0,11,0
389,2,3,0,11,0
390,2,3,0,11,0
391,2,3,0,11,0
392,2,3,0,11,0
393,2,2,0,11,0
394,2,2,0,11,0
395,2,1,0,11,0
396,2,1,0,11,0
397,2,1,0,11,0
398,2,1,0,11,0
399,2,2,0,11,0
400,2,2,0,11,0
401,2,3,0,11,0
402,2,3,0,11,0
403,2,3,0,11,0
404,2,3,0,11,0
405,2,3,0,11,0
406,2,3,0,11,0
407,2,2,0,11,0
408,2,2,0,11,0
409,3,2,0,11,0
410,3,3,0,11,0
411,3,3,0,11,0
412,3,3,0,11,0
413,3,3,0,11,0
414,3,3,0,11,0
415,3,3,0,11,0
416,3,3,0,11,0
417,3,3,2,11,2
418,3,3,2,11,2
419,3,3,2,11,2
420,3,3,2,11,2
421,3,2,2,11,2
422,3,1,2,11,1
423,3,1,2,11,1
424,3,1,2,11,1
425,3,1,2,11,1
426,3,2,2,11,2
427,3,1,2,11,1
428,3,0,2,11,0
429,2,0,2,11,0
430,2,0,2,11,0
431,2,0,2,11,0
432,2,0,2,11,0
433,2,0,2,11,0
434,2,2,2,11,2
435,2,2,2,11,2
436,2,2,2,11,2
437,2,2,2,11,2
438,2,2,2,11,2
439,2,2,2,11,2
440,2,2,2,11,2
441,2,2,2,11,2
442,1,2,2,11,2
443,1,2,2,11,2
444,1,1,2,11,1
445,1,1,2,11,1
446,0,1,2,11,1
447,0,1,2,11,1
448,0,1,1,11,1
449,0,1,1,11,1
450,0,1,1,11,1
451,0,1,1,11,1
452,0,1,0,11,0
453,0,1,-1,11,-1
454,0,1,-1,11,-1
455,0,1,-1,11,-1
456,0,1,-1,11,-1
457,0,1,-1,11,-1
458,0,1,-1,11,-1
459,0,1,-1,11,-1
460,0,1,-1,11,-1
461,0,1,-1,11,-1
462,0,1,-1,11,-1
463,0,1,-1,11,-1
464,0,1,-1,11,-1
465,0,1,-1,11,-1
466,0,1,-1,11,-1
467,0,1,-1,11,-1
468,0,2,-1,11,-1
469,0,3,-1,11,-1
470,0,3,-1,11,-1
471,0,3,-1,11,-1
472,0,3,-1,11,-1
473,0,3,-1,11,-1
474,0,3,-1,11,-1
475,0,3,-1,11,-1
476,0,3,-1,11,-1
477,0,3,-1,11,-1
478,0,3,-1,11,-1
479,0,3,-1,11,-1
480,0,3,-1,11,-1
481,0,3,-1,11,-1
482,1,3,-1,11,-1
483,1,3,-1,11,-1
484,1,3,-1,11,-1
485,1,3,-1,11,-1
486,1,3,-1,11,-1
487,1,3,-1,11,-1
488,1,3,-1,11,-1
0,0,3,2,12,2
1,0,3,2,12,2
2,0,3,1,12,1
3,0,3,0,12,0
4,0,3,0,12,0
5,0,3,0,12,0
6,0,3,0,12,0
7,0,3,-1,12,-1
8,0,3,1,12,1
9,0,3,1,12,1
10,2,3,2,12,2
11,3,3,2,12,2
12,3,3,2,12,2
13,3,3,2,12,2
14,3,3,2,12,2
15,3,3,3,12,3
16,3,3,3,12,3
17,3,3,3,12,3
18,3,3,3,12,3
19,3,3,3,12,3
20,3,3,3,12,3
21,3,3,3,12,3
22,3,3,3,12,3
23,3,3,3,12,3
24,3,3,3,12,3
25,3,3,3,12,3
26,3,3,3,12,3
27,3,3,3,12,3
28,3,3,3,12,3
29,3,3,3,12,3
30,3,3,3,12,3
31,3,3,3,12,3
32,3,3,3,12,3
33,3,3,3,12,3
34,3,3,3,12,3
35,3,3,3,12,3
36,3,3,3,12,3
37,3,3,3,12,3
38,3,3,3,12,3
39,3,3,3,12,3
40,3,3,3,12,3
41,3,3,3,12,3
42,3,3,3,12,3
43,3,3,3,12,3
44,3,3,3,12,3
45,3,3,3,12,3
46,3,3,3,12,3
47,3,3,3,12,3
48,3,3,3,12,3
49,3,3,3,12,3
50,3,3,3,12,3
51,3,3,3,12,3
52,3,3,3,12,3
53,3,3,3,12,3
54,3,3,3,12,3
55,3,3,3,12,3
56,3,3,3,12,3
57,3,3,3,12,3
58,3,3,3,12,3
59,3,3,3,12,3
60,3,3,3,12,3
61,3,3,3,12,3
0,0,0,0,13,0
1,0,-1,0,13,-1
2,0,3,0,13,0
3,0,3,0,13,0
4,0,3,0,13,0
5,-1,3,0,13,0
6,-1,3,0,13,0
7,-1,3,0,13,0
8,-1,3,3,13,3
9,-1,3,3,13,3
10,-1,3,3,13,3
11,-1,3,3,13,3
12,-1,3,3,13,3
13,-1,3,3,13,3
14,-1,3,3,13,3
15,-1,3,3,13,3
16,-1,3,3,13,3
17,-1,3,3,13,3
18,-1,3,3,13,3
19,-1,3,3,13,3
20,-1,3,3,13,3
21,-1,3,3,13,3
22,-1,3,3,13,3
23,-1,3,3,13,3
24,-1,3,3,13,3
25,-1,2,3,13,2
26,-1,2,3,13,2
27,-1,2,2,13,2
28,-1,2,2,13,2
29,-1,2,2,13,2
30,-1,2,2,13,2
31,-1,2,2,13,2
32,-1,2,2,13,2
33,-1,2,2,13,2
34,-1,2,2,13,2
35,-1,2,2,13,2
36,-1,2,2,13,2
37,-1,2,2,13,2
38,-1,2,2,13,2
39,-1,2,2,13,2
40,-1,2,2,13,2
41,-1,2,2,13,2
42,-1,2,2,13,2
43,-1,2,2,13,2
44,-1,2,2,13,2
45,-1,2,2,13,2
46,-1,2,2,13,2
47,-1,2,2,13,2
48,0,2,2,13,2
49,0,2,2,13,2
50,0,2,2,13,2
51,1,2,2,13,2
52,1,3,2,13,2
53,1,3,2,13,2
54,1,3,2,13,2
55,1,3,2,13,2
56,1,3,2,13,2
57,1,3,2,13,2
58,2,3,2,13,2
59,2,3,2,13,2
60,2,3,2,13,2
61,2,3,2,13,2
62,2,3,2,13,2
63,2,3,2,13,2
64,2,3,2,13,2
65,2,3,2,13,2
66,2,3,2,13,2
67,2,3,2,13,2
68,2,3,2,13,2
69,2,3,2,13,2
70,2,3,2,13,2
71,2,3,2,13,2
72,2,3,2,13,2
73,2,3,2,13,2
74,2,3,2,13,2
75,2,3,2,13,2
76,2,3,2,13,2
77,2,3,2,13,2
78,2,3,2,13,2
79,2,3,2,13,2
80,2,3,2,13,2
81,2,3,2,13,2
82,2,3,2,13,2
83,2,3,2,13,2
84,2,3,2,13,2
85,2,3,2,13,2
86,2,3,2,13,2
87,2,3,2,13,2
88,2,3,2,13,2
89,2,3,2,13,2
90,2,3,2,13,2
91,2,3,2,13,2
92,2,3,2,13,2
93,2,3,2,13,2
94,3,3,2,13,2
95,3,3,2,13,2
96,3,3,2,13,2
97,3,3,2,13,2
98,3,3,2,13,2
99,3,3,2,13,2
100,3,3,2,13,2
101,3,3,2,13,2
102,3,3,2,13,2
103,3,3,2,13,2
104,3,3,2,13,2
105,3,3,2,13,2
106,3,3,2,13,2
107,3,3,2,13,2
108,3,3,2,13,2
109,3,3,2,13,2
110,3,3,2,13,2
111,3,3,2,13,2
112,3,3,2,13,2
113,3,3,2,13,2
114,3,3,2,13,2
115,3,3,2,13,2
116,3,3,2,13,2
117,3,3,2,13,2
118,3,3,2,13,2
119,3,3,1,13,1
120,3,3,1,13,1
121,3,3,1,13,1
122,3,3,1,13,1
123,3,3,1,13,1
124,3,3,1,13,1
125,3,3,1,13,1
126,3,3,1,13,1
127,3,3,1,13,1
128,3,3,1,13,1
129,3,3,1,13,1
130,3,3,1,13,1
131,3,3,1,13,1
132,3,3,1,13,1
133,3,3,1,13,1
134,3,3,1,13,1
135,3,3,1,13,1
136,3,3,1,13,1
137,3,3,3,13,3
138,3,3,3,13,3
139,3,3,3,13,3
140,3,3,3,13,3
141,3,3,3,13,3
142,3,3,2,13,2
143,3,3,2,13,2
144,3,3,2,13,2
145,3,3,2,13,2
146,3,3,2,13,2
147,3,3,2,13,2
148,3,3,2,13,2
149,3,3,2,13,2
150,3,3,2,13,2
151,3,3,2,13,2
152,3,3,2,13,2
153,3,3,2,13,2
154,3,3,2,13,2
155,3,3,2,13,2
156,3,3,2,13,2
157,3,3,2,13,2
158,3,3,2,13,2
159,3,3,2,13,2
160,3,3,2,13,2
161,3,3,2,13,2
162,3,3,2,13,2
163,3,3,2,13,2
164,3,3,2,13,2
165,3,3,2,13,2
166,3,3,2,13,2
167,3,3,2,13,2
168,3,3,2,13,2
169,3,3,2,13,2
170,3,3,2,13,2
171,3,3,2,13,2
172,3,3,2,13,2
173,3,3,2,13,2
174,3,3,2,13,2
175,3,3,2,13,2
176,3,3,2,13,2
177,3,3,2,13,2
178,3,3,2,13,2
179,3,3,2,13,2
180,3,3,2,13,2
181,3,3,2,13,2
182,3,3,2,13,2
183,3,3,2,13,2
184,3,3,2,13,2
185,3,3,2,13,2
186,3,3,2,13,2
187,3,3,2,13,2
188,3,3,2,13,2
189,3,3,2,13,2
190,3,3,2,13,2
191,3,3,2,13,2
192,3,3,2,13,2
193,3,3,2,13,2
194,3,3,2,13,2
195,3,3,2,13,2
196,3,3,2,13,2
