frame,berk,cansu,yagmur,file,group
150,3,2,-2,2,-2
151,3,2,-2,2,-2
152,3,2,-2,2,-2
153,3,2,-2,2,-2
154,3,1,-2,2,-2
155,3,1,-2,2,-2
156,3,1,-2,2,-2
157,3,1,-2,2,-2
158,3,1,-2,2,-2
159,3,1,-2,2,-2
160,3,1,-2,2,-2
161,3,1,-2,2,-2
162,3,1,-2,2,-2
163,3,1,-2,2,-2
164,3,1,-2,2,-2
165,3,1,-2,2,-2
166,3,1,-2,2,-2
167,3,1,-2,2,-2
168,3,1,-2,2,-2
169,3,1,-2,2,-2
170,3,1,-2,2,-2
171,3,1,-2,2,-2
172,3,1,-2,2,-2
173,3,1,-2,2,-2
174,3,1,-2,2,-2
175,3,1,-2,2,-2
176,3,1,-2,2,-2
177,3,1,-2,2,-2
178,3,1,-2,2,-2
179,3,1,-2,2,-2
180,3,1,-2,2,-2
181,3,1,-2,2,-2
182,3,1,-2,2,-2
183,3,1,-2,2,-2
184,3,1,-2,2,-2
185,3,1,-2,2,-2
186,3,1,-2,2,-2
0,0,1,0,3,0
1,0,1,0,3,0
2,0,1,0,3,0
3,0,1,0,3,0
4,1,1,1,3,1
5,1,1,2,3,1
6,1,1,2,3,1
7,1,1,2,3,1
8,2,1,2,3,1
9,2,1,2,3,1
10,2,1,2,3,1
11,2,1,2,3,1
12,2,1,2,3,1
13,2,1,2,3,1
14,2,1,2,3,1
15,3,1,2,3,1
16,3,1,2,3,1
17,3,1,2,3,1
18,3,1,2,3,1
19,3,1,2,3,1
20,3,2,2,3,2
21,3,2,2,3,2
22,3,2,2,3,2
23,3,2,2,3,2
24,3,2,2,3,2
25,3,2,2,3,2
26,3,2,2,3,2
27,3,2,2,3,2
28,3,2,2,3,2
29,3,2,2,3,2
30,3,2,2,3,2
31,3,2,2,3,2
32,3,2,2,3,2
33,3,2,2,3,2
34,3,2,2,3,2
35,3,2,2,3,2
36,3,2,2,3,2
37,3,2,2,3,2
38,3,2,2,3,2
39,3,2,2,3,2
40,3,2,2,3,2
41,3,2,2,3,2
42,3,2,2,3,2
43,3,2,2,3,2
44,3,2,3,3,2
45,3,2,3,3,2
46,3,2,3,3,2
47,3,2,3,3,2
48,3,2,3,3,2
49,3,2,3,3,2
50,3,2,3,3,2
51,3,2,3,3,2
52,3,2,3,3,2
53,3,2,3,3,2
54,3,2,3,3,2
55,3,2,3,3,2
56,3,2,3,3,2
57,3,2,3,3,2
58,3,2,3,3,2
59,3,2,3,3,2
60,3,2,3,3,2
61,2,2,2,3,2
62,0,2,3,3,2
63,0,2,3,3,2
64,1,2,3,3,2
65,1,2,2,3,2
66,1,2,2,3,2
67,1,2,3,3,2
68,1,2,3,3,2
69,1,2,3,3,2
70,1,2,3,3,2
71,1,2,3,3,2
72,1,2,3,3,2
73,1,2,3,3,2
74,1,2,3,3,2
75,1,2,3,3,2
76,1,2,3,3,2
77,1,2,3,3,2
78,1,2,3,3,2
79,1,2,3,3,2
80,1,2,3,3,2
81,1,2,3,3,2
82,1,2,3,3,2
83,1,2,3,3,2
84,1,2,3,3,2
85,2,2,3,3,2
86,2,2,3,3,2
87,3,2,3,3,2
88,3,2,3,3,2
89,3,2,3,3,2
90,3,2,3,3,2
91,3,2,3,3,2
92,3,1,3,3,1
93,3,2,3,3,2
94,3,2,3,3,2
95,3,2,3,3,2
96,3,2,3,3,2
97,3,2,3,3,2
98,3,2,3,3,2
99,3,2,3,3,2
100,3,2,3,3,2
101,3,2,3,3,2
102,3,2,3,3,2
103,3,2,3,3,2
104,3,2,3,3,2
105,3,2,3,3,2
106,3,2,3,3,2
107,3,2,3,3,2
108,3,2,3,3,2
109,3,2,3,3,2
110,3,2,3,3,2
111,3,2,3,3,2
112,3,2,3,3,2
113,3,2,3,3,2
114,3,2,3,3,2
115,3,2,3,3,2
116,3,2,3,3,2
117,3,2,3,3,2
118,3,2,3,3,2
119,3,2,3,3,2
120,3,2,3,3,2
121,3,2,3,3,2
122,3,2,3,3,2
123,3,2,3,3,2
124,3,2,3,3,2
125,3,1,3,3,1
126,3,1,3,3,1
127,3,2,3,3,2
128,3,2,3,3,2
129,3,2,3,3,2
130,3,2,3,3,2
131,3,2,3,3,2
132,3,2,3,3,2
133,3,2,3,3,2
134,3,2,3,3,2
135,3,2,3,3,2
136,3,2,3,3,2
137,3,2,3,3,2
138,3,2,3,3,2
139,3,2,3,3,2
140,3,3,3,3,3
141,3,3,3,3,3
142,3,3,3,3,3
143,3,3,3,3,3
144,3,3,3,3,3
145,3,3,3,3,3
146,3,3,3,3,3
147,3,3,3,3,3
148,3,3,3,3,3
149,3,3,3,3,3
150,3,3,3,3,3
151,3,3,3,3,3
0,0,3,0,4,0
1,0,3,0,4,0
2,0,3,0,4,0
3,0,3,0,4,0
4,1,3,0,4,0
5,2,3,0,4,0
6,2,3,0,4,0
7,2,3,1,4,1
8,2,3,1,4,1
9,2,3,1,4,1
10,2,3,1,4,1
11,2,3,1,4,1
12,2,3,1,4,1
13,2,3,1,4,1
14,3,3,1,4,1
15,3,3,1,4,1
16,3,3,1,4,1
17,3,3,2,4,2
18,3,3,2,4,2
19,3,3,2,4,2
20,3,3,2,4,2
21,3,3,2,4,2
22,3,3,2,4,2
23,3,3,2,4,2
24,3,3,2,4,2
25,3,3,2,4,2
26,3,3,2,4,2
27,3,3,2,4,2
28,3,3,2,4,2
29,3,3,2,4,2
30,3,3,2,4,2
31,3,3,2,4,2
32,1,3,2,4,2
33,1,3,2,4,2
34,0,3,2,4,2
35,1,3,1,4,1
36,1,3,1,4,1
37,1,3,2,4,2
38,1,3,2,4,2
39,1,3,2,4,2
40,1,3,2,4,2
41,1,3,2,4,2
42,1,3,2,4,2
43,1,3,2,4,2
44,1,3,2,4,2
45,1,3,2,4,2
46,1,3,2,4,2
47,1,3,2,4,2
48,1,3,2,4,2
49,1,3,2,4,2
50,1,3,2,4,2
51,1,3,2,4,2
52,1,3,2,4,2
53,1,3,2,4,2
54,1,3,2,4,2
55,1,3,2,4,2
56,2,3,2,4,2
57,2,3,2,4,2
58,2,3,2,4,2
59,2,3,2,4,2
60,2,3,2,4,2
61,2,3,2,4,2
62,2,3,2,4,2
63,2,3,2,4,2
64,2,3,2,4,2
65,2,3,2,4,2
66,2,3,2,4,2
67,2,3,2,4,2
68,2,3,2,4,2
69,2,3,2,4,2
70,2,3,2,4,2
71,2,3,2,4,2
72,2,3,2,4,2
73,2,3,2,4,2
74,3,3,2,4,2
75,3,3,2,4,2
76,3,3,2,4,2
77,3,3,2,4,2
78,3,3,2,4,2
79,3,3,2,4,2
80,3,3,2,4,2
81,3,3,2,4,2
82,3,3,2,4,2
83,3,3,2,4,2
84,3,3,2,4,2
85,3,3,2,4,2
86,3,3,2,4,2
87,3,3,2,4,2
88,3,3,2,4,2
89,3,3,2,4,2
90,3,3,2,4,2
91,3,3,2,4,2
92,3,3,2,4,2
93,3,3,2,4,2
94,3,3,2,4,2
95,3,3,2,4,2
96,3,3,2,4,2
97,3,3,2,4,2
98,3,3,2,4,2
99,3,3,3,4,3
100,3,3,3,4,3
101,3,3,3,4,3
102,3,3,3,4,3
103,3,3,3,4,3
104,3,3,3,4,3
105,3,3,3,4,3
106,3,3,3,4,3
107,3,3,3,4,3
108,1,3,3,4,3
109,1,3,3,4,3
110,1,3,3,4,3
111,1,3,3,4,3
112,1,3,3,4,3
113,1,3,3,4,3
114,1,3,3,4,3
115,1,3,3,4,3
116,1,3,3,4,3
117,1,3,3,4,3
118,1,3,3,4,3
119,1,3,3,4,3
120,1,3,3,4,3
121,1,3,3,4,3
122,1,3,3,4,3
123,1,3,3,4,3
124,1,3,3,4,3
125,1,3,3,4,3
126,1,3,3,4,3
127,1,3,3,4,3
128,1,3,3,4,3
129,1,3,3,4,3
130,1,3,3,4,3
131,1,3,3,4,3
132,1,3,3,4,3
133,1,3,3,4,3
134,1,3,3,4,3
135,1,3,3,4,3
136,2,3,3,4,3
137,2,3,3,4,3
138,2,3,3,4,3
139,2,3,3,4,3
140,3,3,3,4,3
141,3,3,3,4,3
142,3,3,3,4,3
143,3,3,3,4,3
144,3,3,3,4,3
145,3,3,3,4,3
146,3,3,3,4,3
147,3,3,3,4,3
148,3,3,3,4,3
149,3,3,3,4,3
150,3,3,3,4,3
151,3,3,3,4,3
152,3,3,3,4,3
153,3,3,3,4,3
154,3,3,3,4,3
155,3,3,3,4,3
156,3,3,3,4,3
157,3,3,3,4,3
158,3,3,3,4,3
159,3,3,3,4,3
160,3,3,3,4,3
161,3,3,3,4,3
162,3,3,3,4,3
163,3,3,3,4,3
164,3,3,3,4,3
165,3,2,3,4,2
166,3,2,3,4,2
167,3,2,3,4,2
168,3,2,3,4,2
169,3,2,3,4,2
170,3,2,3,4,2
171,3,2,3,4,2
172,3,2,3,4,2
173,3,2,3,4,2
174,3,2,3,4,2
175,3,2,3,4,2
176,3,2,2,4,2
177,3,2,2,4,2
178,3,2,2,4,2
179,3,2,1,4,1
180,3,2,1,4,1
181,3,2,1,4,1
182,3,2,1,4,1
183,3,2,1,4,1
184,2,2,1,4,1
185,2,2,1,4,1
186,1,2,1,4,1
187,1,1,1,4,1
188,1,1,1,4,1
189,1,1,1,4,1
190,1,1,1,4,1
191,1,1,1,4,1
192,1,1,1,4,1
193,1,1,1,4,1
194,1,1,1,4,1
195,1,1,1,4,1
196,1,1,1,4,1
0,0,1,0,5,0
1,0,1,0,5,0
2,0,1,0,5,0
3,0,1,0,5,0
4,0,1,0,5,0
5,0,1,0,5,0
6,0,1,1,5,1
7,1,1,1,5,1
8,1,1,1,5,1
9,1,1,1,5,1
10,1,1,2,5,1
11,1,1,2,5,1
12,2,1,2,5,1
13,2,1,2,5,1
14,2,1,2,5,1
15,2,2,2,5,2
16,2,2,2,5,2
17,2,2,2,5,2
18,2,2,2,5,2
19,2,2,2,5,2
20,2,2,2,5,2
21,2,2,2,5,2
22,2,2,2,5,2
23,2,2,2,5,2
24,3,3,2,5,2
25,3,3,2,5,2
26,3,3,2,5,2
27,3,3,2,5,2
28,3,3,2,5,2
29,3,3,2,5,2
30,3,3,2,5,2
31,3,3,2,5,2
32,3,3,2,5,2
33,3,3,2,5,2
34,3,3,2,5,2
35,3,3,2,5,2
36,3,3,2,5,2
37,3,3,2,5,2
38,3,3,2,5,2
39,3,3,2,5,2
40,3,3,2,5,2
41,3,3,2,5,2
42,3,3,2,5,2
43,3,3,2,5,2
44,3,3,2,5,2
45,3,3,2,5,2
46,3,3,2,5,2
47,3,3,2,5,2
48,3,3,2,5,2
49,3,3,2,5,2
50,3,3,2,5,2
51,3,3,2,5,2
52,3,3,2,5,2
53,3,3,2,5,2
54,3,3,2,5,2
55,3,3,2,5,2
56,3,3,2,5,2
57,3,3,2,5,2
58,3,3,2,5,2
59,3,3,2,5,2
60,3,3,3,5,3
61,3,3,3,5,3
62,3,3,3,5,3
63,3,3,3,5,3
64,3,3,3,5,3
65,3,3,2,5,2
66,3,3,2,5,2
67,3,3,2,5,2
68,3,3,2,5,2
69,3,3,2,5,2
70,3,3,2,5,2
71,3,3,2,5,2
72,3,3,2,5,2
73,3,3,2,5,2
74,3,3,2,5,2
75,3,3,2,5,2
76,3,3,2,5,2
77,3,3,2,5,2
78,3,3,2,5,2
79,3,3,2,5,2
80,3,3,2,5,2
81,3,3,2,5,2
82,3,3,2,5,2
83,3,3,2,5,2
84,3,3,2,5,2
85,3,3,2,5,2
86,3,3,2,5,2
87,3,3,2,5,2
88,3,3,2,5,2
89,3,3,2,5,2
90,3,3,2,5,2
91,3,3,2,5,2
92,3,3,2,5,2
93,3,3,2,5,2
94,3,3,2,5,2
95,3,3,2,5,2
96,3,3,2,5,2
97,3,3,2,5,2
98,3,3,2,5,2
99,3,3,2,5,2
100,3,3,2,5,2
101,3,3,2,5,2
102,3,3,2,5,2
103,3,3,2,5,2
104,3,3,2,5,2
105,3,3,2,5,2
106,3,3,2,5,2
107,3,3,2,5,2
108,3,3,2,5,2
109,3,3,2,5,2
110,3,3,2,5,2
111,3,3,2,5,2
112,3,3,2,5,2
113,3,3,2,5,2
114,3,3,2,5,2
115,3,3,2,5,2
116,3,3,2,5,2
117,3,3,2,5,2
118,3,3,2,5,2
119,3,3,2,5,2
120,3,3,2,5,2
121,3,2,2,5,2
122,3,2,2,5,2
123,3,3,2,5,2
124,3,3,2,5,2
125,3,3,2,5,2
126,3,3,2,5,2
127,3,3,2,5,2
128,3,3,2,5,2
129,3,3,2,5,2
130,3,3,2,5,2
131,3,3,2,5,2
132,3,3,2,5,2
133,3,3,2,5,2
134,3,3,2,5,2
135,3,3,2,5,2
136,3,3,2,5,2
137,3,3,2,5,2
138,3,3,2,5,2
139,3,3,2,5,2
140,3,3,2,5,2
141,3,3,2,5,2
142,3,3,2,5,2
143,3,3,3,5,3
144,3,3,3,5,3
145,3,3,2,5,2
146,3,3,1,5,1
147,3,3,1,5,1
148,3,3,1,5,1
149,3,3,1,5,1
150,3,3,1,5,1
151,3,3,1,5,1
152,3,3,1,5,1
153,3,3,1,5,1
154,3,3,1,5,1
155,3,3,1,5,1
156,2,3,1,5,1
157,2,3,2,5,2
158,3,3,2,5,2
159,3,3,2,5,2
160,3,3,2,5,2
161,3,3,2,5,2
162,3,3,2,5,2
163,3,3,2,5,2
164,3,3,2,5,2
165,3,3,2,5,2
166,3,3,2,5,2
167,3,3,2,5,2
168,3,3,2,5,2
169,3,3,2,5,2
170,3,3,2,5,2
171,3,3,2,5,2
172,3,3,2,5,2
173,3,3,2,5,2
174,3,3,2,5,2
175,3,3,2,5,2
176,3,3,2,5,2
177,3,3,2,5,2
178,3,3,2,5,2
179,3,3,2,5,2
180,3,3,2,5,2
181,3,3,2,5,2
182,3,3,2,5,2
183,3,3,2,5,2
184,3,3,2,5,2
185,3,3,2,5,2
186,3,3,2,5,2
187,3,3,2,5,2
188,3,3,2,5,2
189,3,3,2,5,2
190,3,3,2,5,2
191,1,3,2,5,2
192,1,3,2,5,2
193,1,3,2,5,2
194,1,3,2,5,2
195,1,3,2,5,2
196,1,3,2,5,2
197,1,3,2,5,2
198,1,3,2,5,2
199,1,2,2,5,2
200,1,2,2,5,2
201,1,2,2,5,2
202,1,2,2,5,2
203,1,2,2,5,2
204,1,2,2,5,2
205,1,3,2,5,2
206,1,3,2,5,2
207,1,3,2,5,2
208,1,2,2,5,2
209,1,2,2,5,2
210,1,2,1,5,1
211,1,2,1,5,1
212,1,2,1,5,1
213,1,2,1,5,1
214,1,2,1,5,1
215,1,2,1,5,1
216,1,2,1,5,1
217,1,2,1,5,1
218,1,2,1,5,1
219,1,2,1,5,1
220,1,2,1,5,1
221,1,2,1,5,1
0,0,0,1,6,0
1,0,0,1,6,0
2,0,1,1,6,1
3,0,2,1,6,1
4,0,2,1,6,1
5,0,2,1,6,1
6,0,2,1,6,1
7,0,2,1,6,1
8,0,2,1,6,1
9,0,2,1,6,1
10,0,2,1,6,1
11,0,2,1,6,1
12,0,2,1,6,1
13,0,2,1,6,1
14,0,2,1,6,1
15,0,3,1,6,1
16,0,3,1,6,1
17,0,3,1,6,1
18,0,3,1,6,1
19,0,3,1,6,1
20,0,3,2,6,2
21,0,3,2,6,2
22,0,3,2,6,2
23,0,3,2,6,2
24,0,3,2,6,2
25,2,3,2,6,2
26,2,3,2,6,2
27,3,3,2,6,2
28,3,3,2,6,2
29,3,3,2,6,2
30,3,3,2,6,2
31,3,3,2,6,2
32,3,3,2,6,2
33,3,3,2,6,2
34,3,3,2,6,2
35,3,3,2,6,2
36,3,3,2,6,2
37,3,3,2,6,2
38,3,3,3,6,3
39,3,3,3,6,3
40,3,3,3,6,3
41,3,3,2,6,2
42,3,3,2,6,2
43,3,3,2,6,2
44,3,3,2,6,2
45,3,3,2,6,2
46,3,3,2,6,2
47,3,3,2,6,2
48,3,3,2,6,2
49,3,3,2,6,2
50,3,3,2,6,2
51,3,3,2,6,2
52,3,3,2,6,2
53,3,3,3,6,3
54,3,3,3,6,3
55,3,3,3,6,3
56,3,3,3,6,3
57,3,3,3,6,3
58,3,3,3,6,3
59,3,3,3,6,3
60,3,3,3,6,3
61,3,3,3,6,3
62,3,3,3,6,3
63,1,3,3,6,3
64,1,3,3,6,3
65,1,3,3,6,3
66,1,3,3,6,3
67,1,3,3,6,3
68,1,3,3,6,3
69,0,3,3,6,3
70,0,3,3,6,3
71,0,3,3,6,3
72,0,3,3,6,3
73,0,3,3,6,3
74,0,3,3,6,3
75,0,3,3,6,3
76,0,3,3,6,3
77,0,3,3,6,3
78,0,3,3,6,3
79,0,3,3,6,3
80,0,3,3,6,3
81,0,3,3,6,3
82,0,3,3,6,3
83,0,3,3,6,3
84,0,3,3,6,3
85,0,3,3,6,3
86,0,3,3,6,3
87,0,3,3,6,3
88,0,3,3,6,3
89,0,3,3,6,3
90,0,3,3,6,3
91,0,3,3,6,3
92,0,3,3,6,3
93,0,3,3,6,3
94,0,3,3,6,3
95,0,3,3,6,3
96,0,3,3,6,3
97,0,3,3,6,3
98,0,3,3,6,3
99,0,1,3,6,1
100,0,1,3,6,1
101,0,1,3,6,1
102,0,1,3,6,1
103,0,1,3,6,1
104,0,1,3,6,1
105,0,2,3,6,2
106,0,2,3,6,2
107,0,2,3,6,2
108,0,2,3,6,2
109,0,3,3,6,3
110,0,3,3,6,3
111,0,3,3,6,3
112,0,3,3,6,3
113,0,3,3,6,3
114,0,3,3,6,3
115,0,3,2,6,2
116,0,3,2,6,2
117,0,3,2,6,2
118,1,3,2,6,2
119,1,3,2,6,2
120,1,3,2,6,2
121,1,3,2,6,2
122,1,3,2,6,2
123,1,3,2,6,2
124,1,3,3,6,3
125,0,3,3,6,3
126,0,3,3,6,3
127,0,3,3,6,3
128,0,3,3,6,3
129,0,3,3,6,3
130,0,3,3,6,3
131,0,3,3,6,3
132,0,3,3,6,3
133,0,3,3,6,3
134,0,3,3,6,3
135,0,3,3,6,3
136,0,3,3,6,3
137,0,3,3,6,3
138,0,3,3,6,3
139,0,3,3,6,3
140,1,3,3,6,3
141,1,3,3,6,3
142,1,3,3,6,3
143,1,3,3,6,3
144,2,3,3,6,3
145,2,3,3,6,3
146,2,3,3,6,3
147,3,3,3,6,3
148,3,3,3,6,3
149,3,3,3,6,3
150,3,3,3,6,3
151,3,2,3,6,2
152,3,2,3,6,2
153,3,2,3,6,2
154,3,2,3,6,2
155,3,2,3,6,2
156,3,2,3,6,2
157,3,2,3,6,2
158,3,1,3,6,1
159,3,1,3,6,1
160,3,1,3,6,1
161,3,2,3,6,2
162,3,2,3,6,2
163,3,2,3,6,2
164,3,2,3,6,2
165,3,2,3,6,2
166,3,2,3,6,2
167,3,2,3,6,2
168,3,2,3,6,2
169,3,2,3,6,2
170,3,2,3,6,2
171,3,2,3,6,2
172,3,2,3,6,2
173,3,2,3,6,2
174,3,2,3,6,2
175,3,2,3,6,2
176,3,2,3,6,2
177,3,2,3,6,2
178,3,2,3,6,2
179,3,2,3,6,2
180,3,2,3,6,2
181,3,2,3,6,2
182,3,2,3,6,2
183,3,2,3,6,2
184,3,2,3,6,2
185,3,2,3,6,2
186,3,2,3,6,2
187,3,2,3,6,2
188,3,2,3,6,2
189,3,2,3,6,2
190,3,2,3,6,2
191,3,2,3,6,2
192,3,2,3,6,2
193,3,2,3,6,2
194,3,2,3,6,2
195,3,2,3,6,2
196,3,2,3,6,2
197,3,2,3,6,2
