"media_open; media_play; media_pause; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/14 10:22:24:489; 2022/09/14 10:22:30:245; 2022/09/14 10:30:02:193; 2022/09/14 10:30:32:779; 2022/09/14 10:30:38:721; 2022/09/14 10:30:52:448; 2022/09/14 10:32:14:302; 2022/09/14 10:32:18:521; 2022/09/14 10:34:24:984"
531,92.34305
532,92.34305
533,92.34305
534,92.34305
535,92.34305
536,92.34305
537,92.34305
538,92.34305
539,92.34305
540,92.34305
541,92.34305
542,92.34305
543,92.34305
544,92.34305
545,92.34305
546,92.34305
547,92.34305
548,92.34305
549,92.34305
550,92.34305
551,92.34305
552,92.34305
553,92.34305
554,92.34305
555,92.34305
556,92.34305
557,92.34305
558,92.34305
559,92.34305
560,92.34305
561,92.34305
562,92.34305
563,92.34305
564,92.34305
565,92.6952675
566,99.1883475
567,99.9838789473684
568,100
569,100
570,100
571,100
572,100
573,100
574,100
575,100
576,100
577,100
578,100
579,100
580,100
581,100
582,100
583,100
584,100
585,100
586,100
587,100
588,100
589,100
590,100
591,100
592,100
593,100
594,100
595,100
596,100
597,100
598,100
599,100
600,100
601,100
602,100
603,100
604,100
605,100
606,100
607,100
608,100
609,100
610,100
611,100
612,100
613,100
614,100
615,100
616,100
617,100
618,100
619,100
620,100
621,100
622,100
623,100
624,100
625,100
626,100
627,100
628,100
629,100
630,100
631,100
632,100
633,100
634,100
635,100
636,100
637,100
638,100
639,100
640,100
641,100
642,100
643,100
644,96.2327725
645,77.53446
646,79.9387525
647,80.70445
648,80.70445
649,80.70445
650,80.70445
651,80.70445
652,80.70445
653,80.70445
654,80.70445
655,80.70445
656,80.70445
657,80.70445
658,80.70445
659,80.70445
660,80.70445
661,80.70445
