"media_open; media_play; media_pause; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/13 15:46:53:194; 2022/09/13 15:46:58:520; 2022/09/13 15:47:10:369; 2022/09/13 15:47:31:776; 2022/09/13 15:52:28:138; 2022/09/13 15:52:47:720; 2022/09/13 15:55:23:914; 2022/09/13 16:00:09:989; 2022/09/13 16:00:34:791"
118,88.5758
119,87.74885
120,87.74885
121,87.74885
122,87.74885
123,87.74885
124,87.74885
125,87.74885
126,87.74885
127,87.74885
128,87.74885
129,87.74885
130,87.74885
131,87.74885
132,87.74885
133,87.74885
134,87.74885
135,87.74885
136,87.74885
137,87.74885
138,87.74885
139,87.74885
140,87.74885
141,87.74885
142,87.74885
143,87.74885
144,87.74885
145,87.74885
146,87.74885
147,87.74885
148,87.74885
149,87.74885
150,87.74885
151,87.74885
152,87.74885
153,87.74885
154,87.74885
155,87.74885
156,87.74885
157,87.74885
158,87.74885
159,87.74885
160,87.74885
161,87.74885
162,87.74885
163,87.74885
164,87.74885
165,87.74885
166,87.74885
167,87.74885
168,87.74885
169,87.74885
170,87.74885
171,87.74885
172,87.74885
173,87.74885
174,87.74885
175,87.74885
176,87.74885
177,87.74885
178,87.74885
179,87.74885
180,87.74885
181,87.74885
182,87.74885
183,87.74885
184,87.74885
185,87.74885
186,87.74885
187,87.74885
188,87.74885
189,87.74885
190,87.74885
191,87.74885
192,87.74885
193,87.74885
194,94.6707475
195,98.49923
196,98.4686
197,98.4686
198,98.4686
199,98.4686
200,98.4686
201,98.4686
202,98.4686
203,98.4686
204,98.4686
205,98.4686
206,98.4686
207,98.4686
208,98.4686
209,98.34609
210,99.9693725
211,100
212,100
213,100
214,100
215,100
216,100
217,100
218,100
219,100
220,100
221,100
222,100
223,100
224,100
225,100
226,100
227,100
228,100
229,100
230,100
231,100
232,100
233,100
234,100
235,100
236,100
237,100
238,100
239,100
240,93.2779842105263
241,89.8928
242,87.8363476190476
243,86.83
244,86.8146875
245,84.7666526315789
246,84.68605
247,79.5712025
248,69.3721075
249,33.185295
250,14.8545
251,14.8545
252,14.8545
253,14.8545
254,14.8545
255,14.8545
256,14.8545
257,14.8545
258,14.8545
259,14.8545
260,14.8545
261,14.8545
262,14.8545
263,14.8545
264,14.8545
265,14.8545
266,14.8545
267,14.8545
268,14.8545
269,14.8545
270,14.8545
271,14.8545
272,14.8545
273,14.8545
274,14.8545
275,14.8545
276,14.8545
277,14.8545
278,14.8545
279,14.8545
280,14.8545
281,14.8545
282,14.8545
283,14.8545
284,14.8545
285,14.8545
286,14.8545
287,14.8545
288,14.8545
289,14.8545
290,14.8545
291,14.8545
292,14.8545
293,14.8545
294,14.8545
295,14.8545
296,14.8545
297,14.8545
298,14.8545
299,14.8545
300,14.8545
301,14.8545
302,14.8545
303,14.8545
304,14.8545
305,14.8545
306,14.8545
307,14.8545
308,14.8545
309,14.8545
310,14.8545
311,14.8545
312,14.8545
313,14.8545
314,14.8545
315,14.8545
316,14.8545
317,14.8545
318,30.21439
319,51.45483
320,53.3489289473684
321,53.44565
322,49.1730575
323,33.0627775
324,12.8330825
325,10.26035
326,10.26035
327,10.26035
328,11.0260416666667
329,10.26035
330,10.26035
331,10.26035
332,10.26035
333,10.26035
334,10.26035
335,10.26035
336,10.321605
337,-12.2592131578947
338,-27.9785575
339,-45.130175
340,-48.63707
341,-43.460955
342,-39.6469710526316
343,-40.27565
344,-40.27565
345,-40.27565
346,-40.27565
347,-40.27565
348,-40.27565
349,-40.27565
350,-40.27565
351,-40.27565
352,-40.27565
353,-40.27565
354,-40.27565
355,-24.6401225
356,15.972435
357,17.9173
358,17.9173
359,17.9173
360,17.9173
361,17.9173
362,17.9173
363,17.9173
364,17.9173
365,17.9173
366,17.9173
367,17.9173
368,17.9173
369,17.9173
370,17.9173
371,17.9173
372,17.9173
373,17.9173
374,17.9173
375,17.9173
376,17.9173
377,17.9173
378,17.9173
379,19.5454131578947
380,52.4300815789474
381,60.811635
382,64.77795
383,64.77795
384,64.77795
385,64.77795
386,64.77795
387,64.77795
388,64.77795
389,64.77795
390,64.77795
391,64.77795
392,64.77795
393,64.77795
394,64.77795
395,64.77795
396,64.77795
397,64.77795
398,64.77795
399,64.77795
400,64.77795
401,64.77795
402,64.77795
403,64.77795
404,64.77795
405,64.77795
406,64.77795
407,64.77795
408,64.77795
409,64.77795
410,73.90505
411,78.86675
412,78.86675
413,78.86675
414,78.86675
415,78.86675
416,78.86675
417,78.86675
418,78.86675
419,78.86675
420,78.86675
421,78.86675
422,78.86675
423,78.86675
424,78.86675
425,78.86675
426,78.86675
427,78.86675
428,78.86675
429,78.0091725
430,69.464025
431,67.2282
432,67.2282
433,67.2282
434,67.2282
435,67.2282
436,67.2282
437,67.2282
438,67.2282
439,67.2282
440,67.2282
441,67.2282
442,64.1654026315789
443,55.29862
444,46.4471675
445,43.6447
446,39.41806
447,16.202145
448,15.1608
449,15.1608
450,15.1608
451,15.1608
452,15.1608
453,15.1608
454,15.1608
455,15.1608
456,15.1608
457,15.1608
458,15.1608
459,15.1608
460,15.1608
461,15.1608
462,15.1608
463,15.1608
464,15.1608
465,15.1608
466,15.1608
467,15.1608
468,15.1608
469,15.1608
470,15.1608
471,15.1608
472,15.1608
473,15.1608
474,15.1608
475,15.1608
476,15.1608
477,15.1608
478,15.1608
479,15.1608
480,15.1608
481,15.1608
482,29.0811675
483,46.5785447368421
484,52.8331
485,52.8331
486,52.8331
487,52.8331
488,52.8331
489,52.8331
