"media_open; media_play; media_pause; media_play; media_end","2022/09/13 15:22:03:292; 2022/09/13 15:22:08:740; 2022/09/13 15:22:22:456; 2022/09/13 15:24:06:950; 2022/09/13 15:30:51:421"
331,95.09955
332,95.09955
333,95.09955
334,95.09955
335,95.09955
336,95.09955
337,95.09955
338,95.09955
339,95.09955
340,95.09955
341,95.09955
342,95.09955
343,95.09955
344,95.09955
345,95.09955
346,95.09955
347,95.09955
348,95.09955
349,95.09955
350,95.09955
351,95.09955
352,95.09955
353,95.09955
354,95.09955
355,95.09955
356,95.09955
357,95.09955
358,78.055135
359,61.1187210526315
360,61.1026
361,59.80092
362,55.7208619047619
363,66.1255675
364,67.53445
365,67.53445
366,67.53445
367,67.53445
368,67.53445
369,67.53445
370,67.53445
371,67.53445
372,67.53445
373,67.53445
374,67.53445
375,67.53445
376,67.53445
377,67.53445
378,67.53445
379,67.53445
380,67.53445
381,67.53445
382,77.2332809523809
383,89.2802325
384,88.97395
385,88.97395
386,88.97395
387,88.97395
388,88.97395
389,88.97395
390,88.97395
391,88.97395
392,88.97395
393,88.97395
394,88.97395
395,88.97395
396,88.97395
397,88.97395
398,88.97395
399,88.97395
400,88.97395
401,88.97395
402,88.97395
403,88.97395
404,88.97395
405,88.97395
406,88.97395
407,88.97395
408,88.97395
409,88.97395
410,88.97395
411,88.97395
412,88.97395
413,88.97395
414,88.97395
415,88.97395
416,88.97395
417,88.97395
418,88.97395
