"media_open; media_play; media_pause; media_play; media_end","2022/09/14 12:58:50:102; 2022/09/14 12:59:01:911; 2022/09/14 13:01:15:540; 2022/09/14 14:16:02:778; 2022/09/14 14:20:47:360"
316,91.73045
317,91.73045
318,91.73045
319,91.73045
320,91.73045
321,91.73045
322,91.73045
323,91.73045
324,94.931075
325,100
326,100
327,100
328,100
329,100
330,100
331,100
332,100
333,100
334,100
335,100
336,100
337,100
338,100
339,100
340,100
341,100
342,100
343,100
344,100
345,100
346,100
347,100
348,100
349,100
350,100
351,100
352,100
353,100
354,100
355,100
356,100
357,100
358,100
359,100
360,100
361,100
362,100
363,100
364,100
365,100
366,100
367,100
368,100
369,100
370,100
371,100
372,100
373,100
374,100
375,100
376,100
377,100
378,100
379,100
380,100
381,100
382,100
383,100
384,100
385,100
386,100
387,100
388,100
389,100
390,100
391,100
392,100
393,100
394,100
395,100
396,100
397,100
398,100
399,100
400,100
401,100
402,100
403,100
404,100
405,100
406,100
407,100
408,100
409,100
410,100
411,99.249615
412,77.6263425
413,71.5161
414,71.5161
415,71.5161
416,71.5161
417,71.5161
418,71.5161
