"media_open; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/13 11:24:49:727; 2022/09/13 11:24:58:872; 2022/09/13 11:24:59:682; 2022/09/13 11:26:02:489; 2022/09/13 11:30:16:111; 2022/09/13 11:33:16:384; 2022/09/13 11:36:45:138"
218,99.402755
219,100
220,100
221,100
222,100
223,100
224,100
225,100
226,100
227,100
228,100
229,100
230,100
231,100
232,100
233,100
234,100
235,100
236,100
237,100
238,100
239,100
240,100
241,100
242,100
243,100
244,100
245,100
246,100
247,100
248,100
249,100
250,100
251,100
252,100
253,100
254,100
255,100
256,100
257,100
258,100
259,100
260,100
261,100
262,100
263,100
264,100
265,100
266,100
267,100
268,100
269,100
270,100
271,100
272,100
273,100
274,100
275,100
276,100
277,100
278,100
279,100
280,100
281,100
282,100
283,100
284,100
285,100
286,100
287,100
288,100
289,100
290,100
291,100
292,100
293,100
294,100
295,100
296,100
297,100
298,100
299,100
300,100
301,100
302,100
303,100
304,100
305,100
306,100
307,100
308,100
309,100
310,100
311,100
312,100
313,94.839205
314,87.8407275
315,93.9550421052632
316,93.87445
317,93.87445
318,93.87445
319,93.87445
320,93.87445
321,96.5237475
322,100
323,100
324,100
325,100
326,100
327,100
328,100
329,100
330,100
331,100
332,100
333,100
334,100
335,100
336,100
337,85.94181
338,9.92181578947368
339,18.683
340,46.7534425
341,52.2205
342,52.2205
343,52.2205
344,52.2205
345,52.4961575
346,53.6753375
347,66.0675421052631
348,66.2327775
349,65.6968
350,66.7075025
351,69.2915131578947
352,79.73725
353,82.5421
354,82.5421
355,82.5421
356,82.5421
357,82.5421
358,82.5421
359,82.5421
360,82.5421
361,82.5421
362,82.5421
363,82.5421
364,82.5421
365,82.5421
366,82.5421
367,82.5421
368,79.9847
369,84.6215763157895
370,84.68605
371,84.68605
372,84.68605
373,84.68605
374,84.68605
375,84.68605
376,84.68605
377,84.68605
378,84.68605
379,84.68605
380,84.68605
381,84.68605
382,84.68605
383,84.68605
384,84.68605
385,84.68605
386,84.68605
387,84.68605
388,84.68605
389,84.68605
390,84.68605
391,84.68605
392,84.68605
393,84.68605
394,84.68605
395,84.68605
396,84.68605
397,84.68605
398,84.68605
399,84.68605
400,84.56354
401,81.133235
402,81.317
403,81.317
404,81.317
405,81.317
406,81.317
407,81.317
408,81.317
409,81.317
410,81.317
411,81.317
412,81.317
413,81.317
414,81.317
415,81.317
416,81.317
417,81.317
418,82.664625
419,88.024495
420,95.89586
421,99.5163842105263
422,99.6937
423,99.6937
424,99.6937
425,99.6937
426,99.6937
427,99.6937
428,99.6937
429,99.6937
430,99.6937
431,99.6937
432,99.6937
433,99.6937
434,99.6937
435,99.74475
436,99.6937
437,99.6937
438,99.6937
439,99.6937
440,99.6937
441,99.6937
442,99.6937
443,99.6937
444,99.6937
445,99.6937
446,99.6937
447,99.6937
448,99.6937
449,99.6937
450,99.6937
451,99.6937
452,99.6937
453,99.6937
454,99.6937
455,99.96937
456,100
457,100
458,100
459,100
460,100
461,100
462,100
463,100
