"media_open; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/13 13:06:44:462; 2022/09/13 13:06:51:784; 2022/09/13 13:13:23:588; 2022/09/13 13:14:11:375; 2022/09/13 13:17:33:423; 2022/09/13 13:17:51:461; 2022/09/13 13:19:03:792"
592,100
593,100
594,100
595,100
596,100
597,100
598,100
599,100
600,100
601,100
602,100
603,100
604,100
605,100
606,100
607,100
608,100
609,100
610,100
611,100
612,100
613,100
614,100
615,100
616,100
617,100
618,100
619,100
620,100
621,100
622,100
623,99.387445
624,100
625,100
626,99.9677605263158
627,90.2909625
628,89.7477105263158
629,88.698315
630,86.2787125
631,88.8361325
632,88.97395
633,88.97395
634,88.97395
635,89.23429
636,90.6803857142857
637,88.9909666666667
638,88.97395
639,88.97395
640,88.97395
641,88.97395
642,88.97395
643,88.97395
644,88.97395
645,88.97395
646,88.97395
647,88.97395
648,88.97395
649,88.97395
650,88.97395
651,88.97395
652,88.97395
653,90.7044325
654,92.9556
655,92.9556
656,92.9556
657,92.9556
658,92.9556
659,92.9556
660,92.9556
661,92.9556
