"media_open; media_play; media_pause; media_play; media_pause; media_play; media_end","2022/09/13 12:43:36:028; 2022/09/13 12:44:52:637; 2022/09/13 12:48:07:839; 2022/09/13 12:49:15:610; 2022/09/13 12:54:43:601; 2022/09/13 12:55:07:896; 2022/09/13 12:55:16:896"
309,90.8991380952381
310,88.7160631578947
311,88.05515
312,88.05515
313,88.05515
314,88.05515
315,88.05515
316,88.05515
317,88.05515
318,88.05515
319,88.05515
320,88.05515
321,88.05515
322,88.05515
323,88.05515
324,88.05515
325,88.05515
326,88.05515
327,88.05515
328,88.05515
329,88.05515
330,88.05515
331,88.05515
332,88.05515
333,88.05515
334,88.05515
335,88.05515
336,88.05515
337,88.05515
338,88.05515
339,88.05515
340,88.05515
341,88.05515
342,88.05515
343,88.05515
344,87.5344675
345,86.1529763157895
346,86.21745
347,86.21745
348,86.21745
349,86.21745
350,86.21745
351,86.21745
352,86.21745
353,86.21745
354,86.21745
355,86.21745
356,86.21745
357,86.21745
358,86.21745
359,86.21745
360,86.21745
361,86.21745
362,86.21745
363,86.21745
364,86.21745
365,86.21745
366,82.69525
367,71.0566575
368,69.6784
369,69.50995
370,67.120985
371,66.6156
372,66.6156
373,66.6156
374,66.6156
375,66.6156
376,66.6156
377,66.6156
378,66.6156
379,66.6156
380,66.6156
381,66.6156
382,66.6156
383,66.6156
384,66.6156
385,66.6156
386,66.6156
387,66.6156
388,66.6156
389,65.6814525
390,58.361405
391,54.8480736842105
392,54.333825
393,54.36445
394,54.36445
395,54.0275475
396,53.7519
397,53.7519
398,58.5604825
399,66.14089
400,67.197555
401,67.84075
402,67.84075
403,67.84075
404,67.84075
405,67.84075
406,67.84075
407,67.84075
408,67.84075
409,67.84075
410,67.84075
411,67.84075
412,67.84075
413,67.84075
414,67.84075
415,67.84075
416,67.84075
417,67.84075
418,67.84075
419,67.84075
420,67.84075
421,67.84075
422,67.84075
423,67.84075
424,67.84075
425,67.84075
426,67.84075
427,67.84075
428,67.84075
429,67.84075
430,67.84075
431,67.84075
432,67.84075
433,67.84075
434,67.84075
435,67.84075
436,67.84075
437,67.84075
438,67.84075
439,67.84075
440,67.3506975
441,65.9264825
442,61.7151625
443,61.71515
444,61.71515
445,61.71515
446,61.71515
447,61.71515
448,61.71515
449,61.71515
450,61.71515
451,61.71515
452,61.71515
453,61.71515
454,60.5337952380952
455,55.8958527777778
456,54.211325
457,53.843795
458,51.2557375
459,50.07655
460,49.991475
461,48.591095
462,48.54515
463,48.54515
464,48.54515
465,48.54515
466,48.54515
467,48.54515
468,48.54515
469,48.54515
470,48.54515
471,48.54515
472,48.54515
473,48.54515
474,48.54515
475,48.54515
476,49.1577157894737
477,49.80091
478,49.464
479,49.464
480,49.464
481,49.464
482,49.464
483,49.464
484,49.464
485,49.464
486,49.464
487,49.464
488,49.464
489,49.464
490,49.464
491,49.464
492,49.464
493,49.464
494,49.464
495,49.464
496,49.464
497,49.464
498,49.464
499,49.464
500,49.464
501,49.464
502,49.464
503,49.464
504,49.464
505,49.464
506,49.464
507,49.464
508,49.464
509,49.464
510,49.464
511,49.464
512,49.464
513,49.464
514,49.464
515,49.4202452380952
516,43.1240325
517,41.50075
518,41.50075
519,41.50075
520,41.50075
521,41.50075
522,41.50075
523,41.50075
524,41.50075
525,41.50075
526,41.50075
527,41.50075
528,41.50075
529,41.50075
530,41.0816368421053
531,40.8882
532,40.826945
